MONTH,STEP_CODE,CNT,QTY
'200702,"[ 4, 5)","116,684","523,689"
'200702,"[ 5, 6)","109,785","603,044"
'200212,"[14,16)",20,301
'200206,"[ 6, 7)",25,166
'200111,"[50,..)",7,645
'200705,"[14,16)","120,189","1,797,060"
'199405,"[ 2, 3)",5,12
'199409,"[ 2, 3)",5,13
'199602,"[ 2, 3)",6,15
'200708,"[ 6, 7)","100,617","652,640"
'200102,"[10,12)",4,44
'200706,"[16,18)","86,693","1,467,964"
'200007,"[30,35)",5,161
'200002,"[ 6, 7)",2,13
'199804,"[30,35)",2,64
'199705,"[ 7, 8)",2,14
'200712,"[ 9,10)","95,805","909,298"
'200712,"[ 8, 9)","100,019","850,146"
'199812,"[ 5, 6)",1,6
'199801,"[ 5, 6)",1,6
'200108,"[ 8, 9)",2,17
'200201,"[18,20)",5,97
'200808,"[ 4, 5)","113,208","509,349"
'200808,"[ 3, 4)","113,733","397,576"
'200004,"[18,20)",4,75
'200306,"[35,40)",6,225
'199802,"[12,14)",1,12
'200812,"[14,16)","111,796","1,670,666"
'200902,"[16,18)","63,172","1,068,231"
'200908,"[20,25)","80,132","1,775,572"
'200912,"[ 2, 3)","112,140","280,769"
'199912,"[ 8, 9)",1,9
'199812,"[ 8, 9)",1,9
'201002,"[ 7, 8)","117,730","879,992"
'200911,"[16,18)","76,935","1,301,867"
'201005,"[ 9,10)","99,225","942,121"
'201006,"[10,12)","171,398","1,874,846"
'201009,"( 0, 1)","135,451","72,340"
'199305,"[10,12)",1,10
'199402,"[ 9,10)",1,9
'199603,"[10,12)",1,10
'201009,"[20,25)","66,063","1,459,619"
'201012,"( 0, 1)","139,128","70,912"
'201104,"[ 1, 2)","115,592","170,779"
'201101,"[16,18)","76,074","1,286,952"
'201104,"( 0, 1)","139,020","71,924"
'201107,"[ 3, 4)","116,190","405,325"
'199609,"[16,18)",1,16
'201111,"[20,25)","62,278","1,372,812"
'198709,"[ 6, 7)",1,7
'198710,"[ 7, 8)",1,7
'198808,"[ 7, 8)",1,7
'201209,"[ 8, 9)","103,416","877,499"
'201210,"[30,35)","11,760","378,376"
'201211,"[ 4, 5)","115,533","519,115"
'201210,"[14,16)","105,691","1,579,321"
'201304,"[ 6, 7)","110,722","717,756"
'198406,"[ 0, 0]",1,0
'198801,"[ 0, 0]",1,0
'198807,"[ 0, 0]",1,0
'201307,"[ 1, 2)","113,485","170,181"
'201309,"[25,30)","25,119","680,928"
'201310,"[ 2, 3)","113,429","283,313"
'201307,"[50,..)","12,282","1,789,956"
'201406,"[40,45)","3,295","139,300"
'201407,"[14,16)","88,541","1,322,707"
'200612,"[ 6, 7)","77,062","499,595"
'200412,"[ 1, 2)",92,134
'200412,"( 0, 1)",298,95
'200408,"[10,12)",76,827
'200308,"[45,50)",6,288
'200412,"[45,50)",11,533
'200606,"[45,50)",44,"2,091"
'200112,"[ 3, 4)",11,37
'200403,"[ 3, 4)",61,210
'200312,"[ 5, 6)",61,337
'200202,"[10,12)",13,143
'200501,"[ 2, 3)",91,231
'199209,"[ 9,10)",2,19
'199305,"[ 9,10)",1,10
'199403,"[ 9,10)",1,10
'199308,"[ 1, 2)",5,8
'199508,"[ 1, 2)",6,9
'199610,"[ 1, 2)",6,9
'200008,"[ 1, 2)",10,14
'199901,"[25,30)",2,53
'199509,"[ 4, 5)",4,18
'199302,"[20,25)",3,68
'200208,"[ 7, 8)",25,186
'199805,"[ 1, 2)",6,9
'199808,"[ 1, 2)",7,10
'200207,"[50,..)",21,"1,931"
'200303,"[ 6, 7)",36,233
'200301,"[ 8, 9)",31,261
'199412,"( 0, 1)",22,4
'200701,"[50,..)","8,768","1,279,214"
'200304,"[20,25)",20,450
'200704,"( 0, 1)","122,785","65,662"
'200707,"[12,14)","140,473","1,819,905"
'200308,"[40,45)",9,387
'199504,"[ 6, 7)",2,14
'199702,"[25,30)",1,29
'200801,"[ 0, 0]","132,451",0
'200801,"[ 1, 2)","112,947","168,569"
'199409,"[ 5, 6)",1,5
'199609,"[ 5, 6)",1,5
'199905,"[16,18)",2,33
'200203,"[40,45)",4,172
'200805,"[18,20)","65,473","1,240,080"
'199704,"[12,14)",1,13
'199803,"[12,14)",1,14
'200901,"[ 3, 4)","115,078","402,648"
'200901,"[14,16)","110,681","1,654,205"
'200003,"[40,45)",1,44
'200905,"[20,25)","87,963","1,945,683"
'200907,"[20,25)","85,613","1,897,096"
'200910,"[ 9,10)","99,581","944,459"
'200911,"[ 0, 0]","144,119",0
'200910,"[50,..)","9,890","2,041,566"
'199504,"[ 8, 9)",1,8
'199212,"[20,25)",1,22
'199310,"[ 3, 4)",3,10
'199403,"[ 3, 4)",3,10
'199410,"[ 3, 4)",3,10
'201007,"[ 3, 4)","111,625","389,073"
'201010,"[ 6, 7)","104,409","678,163"
'201010,"[25,30)","26,911","730,097"
'201010,"[12,14)","138,931","1,800,026"
'201103,"[ 2, 3)","115,141","285,176"
'201104,"[ 0, 0]","170,001",0
'201109,"[ 3, 4)","122,483","427,263"
'201109,"[ 9,10)","97,534","923,710"
'201112,"[35,40)","4,673","174,081"
'201202,"[ 3, 4)","124,857","435,232"
'199803,"[ 6, 7)",1,6
'200103,"[ 6, 7)",2,12
'198406,"[ 6, 7)",1,7
'198809,"[ 6, 7)",1,7
'198904,"[ 6, 7)",1,7
'201209,"[50,..)","11,263","2,010,316"
'201207,"[14,16)","104,396","1,560,285"
'201206,"[18,20)","54,551","1,031,711"
'201209,"[20,25)","68,817","1,519,927"
'201212,"[20,25)","55,044","1,212,345"
'201305,"[ 9,10)","97,340","924,237"
'198009,"[ 0, 0]",1,0
'198111,"[ 0, 0]",1,0
'198501,"[ 0, 0]",1,0
'199006,"[ 0, 0]",1,0
'201305,"( 0, 1)","135,398","66,691"
'201308,"[ 2, 3)","114,283","285,465"
'201405,"[ 0, 0]","212,022",0
'201310,"[ 6, 7)","106,331","690,606"
'201403,"( 0, 1)","141,730","71,351"
'201405,"[ 9,10)","89,049","845,886"
'201407,"[ 8, 9)","87,683","744,178"
'201408,"[ 1, 2)","102,518","153,591"
'201407,"[10,12)","146,912","1,609,804"
'201407,"[16,18)","64,257","1,088,214"
'200610,"[ 3, 4)","5,733","20,024"
'200602,"[ 8, 9)",382,"3,246"
'200604,"[ 4, 5)",467,"2,106"
'200502,"[ 7, 8)",90,672
'200602,"[ 9,10)",400,"3,787"
'200404,"[ 5, 6)",75,412
'200209,"[ 0, 0]",420,0
'200306,"[50,..)",29,"2,985"
'200211,"( 0, 1)",105,31
'200312,"[ 9,10)",40,380
'200111,"[ 3, 4)",9,32
'200206,"[ 5, 6)",30,167
'200307,"[ 5, 6)",55,304
'200211,"[30,35)",11,361
'200401,"[ 4, 5)",57,255
'200501,"[ 4, 5)",90,405
'200305,"[16,18)",17,291
'200406,"[12,14)",60,768
'200411,"[35,40)",21,776
'199502,"[ 0, 0]",142,0
'199402,"[ 8, 9)",1,9
'199908,"[ 9,10)",1,10
'199611,"[ 0, 0]",142,0
'200008,"[ 0, 0]",168,0
'200101,"[ 0, 0]",182,0
'200104,"[ 0, 0]",210,0
'200304,"[ 7, 8)",40,301
'199808,"[ 9,10)",1,10
'200211,"[ 6, 7)",35,230
'200210,"[14,16)",20,301
'199405,"( 0, 1)",22,4
'200307,"[18,20)",18,338
'199403,"( 0, 1)",22,4
'200202,"[50,..)",8,820
'200704,"[45,50)","2,792","131,992"
'200208,"[30,35)",8,257
'199301,"[ 2, 3)",5,12
'200705,"[16,18)","94,009","1,592,422"
'200709,"[25,30)","36,263","983,545"
'200708,"[20,25)","92,982","2,060,514"
'200101,"[30,35)",5,161
'200110,"[ 8, 9)",3,25
'199606,"[ 6, 7)",2,14
'200006,"[30,35)",3,97
'200106,"[30,35)",4,130
'199605,"[ 7, 8)",2,14
'200801,"[ 3, 4)","110,763","387,568"
'200801,"[ 7, 8)","102,592","769,259"
'200801,"[ 4, 5)","109,072","490,615"
'199308,"[ 5, 6)",1,6
'199610,"[ 5, 6)",1,6
'200011,"[ 5, 6)",4,22
'199308,"[16,18)",1,16
'199610,"[16,18)",2,33
'200805,"[10,12)","176,318","1,934,824"
'200808,"[ 7, 8)","102,918","771,305"
'200808,"[18,20)","58,811","1,114,187"
'199903,"[12,14)",3,38
'200902,"[ 8, 9)","112,114","950,921"
'199610,"[20,25)",2,44
'199911,"[20,25)",4,88
'200902,"[30,35)","6,869","220,987"
'200001,"[50,..)",1,145
'200903,"[45,50)","2,057","97,410"
'200010,"[40,45)",1,44
'200909,"[20,25)","71,634","1,582,555"
'199610,"[ 8, 9)",1,9
'199706,"[ 8, 9)",1,8
'199512,"[ 8, 9)",1,9
'201002,"[ 1, 2)","125,106","187,281"
'199502,"[ 4, 5)",2,9
'199607,"[ 3, 4)",3,10
'199905,"[ 3, 4)",3,10
'199605,"[ 3, 4)",3,10
'200002,"[ 3, 4)",4,14
'201006,"[35,40)","8,188","304,929"
'201008,"[ 8, 9)","97,858","830,638"
'201007,"( 0, 1)","128,650","65,818"
'201101,"[ 4, 5)","115,246","516,138"
'201108,"[ 3, 4)","117,821","411,310"
'201110,"[ 2, 3)","117,741","292,886"
'201105,"[10,12)","176,304","1,935,505"
'199309,"[ 6, 7)",1,7
'201207,"[ 4, 5)","109,825","492,948"
'201208,"( 0, 1)","150,859","78,094"
'201210,"[35,40)","6,123","228,229"
'201210,"[20,25)","70,220","1,550,879"
'201303,"[30,35)","7,730","248,455"
'198304,"[ 0, 0]",1,0
'198407,"[ 0, 0]",1,0
'201306,"( 0, 1)","144,157","73,299"
'201405,"[50,..)","6,434","944,016"
'201307,"[14,16)","100,903","1,508,715"
'201404,"[ 2, 3)","108,121","269,796"
'201403,"[40,45)","1,786","75,499"
'201304,"[50,..)","6,491","1,149,627"
'201408,"[ 6, 7)","95,006","615,911"
'201407,"[25,30)","26,367","715,629"
'200612,"[ 9,10)","67,885","643,427"
'200503,"[10,12)",134,"1,465"
'200506,"[10,12)",152,"1,659"
'200611,"[30,35)","4,405","141,293"
'200605,"[ 0, 0]","6,394",0
'200607,"[ 1, 2)","1,076","1,584"
'200511,"[ 5, 6)",183,"1,006"
'200506,"[ 2, 3)",134,342
'200512,"( 0, 1)",773,276
'200507,"[ 9,10)",112,"1,067"
'200207,"[ 0, 0]",399,0
'200311,"[ 0, 0]",933,0
'200405,"[ 7, 8)",64,479
'200408,"[ 7, 8)",68,509
'200701,"[30,35)","12,993","417,405"
'200510,"[20,25)",172,"3,819"
'200511,"[40,45)",27,"1,138"
'200402,"[ 7, 8)",64,478
'200309,"[ 5, 6)",65,356
'200307,"[25,30)",25,673
'199707,"[ 9,10)",1,10
'200405,"[ 1, 2)",73,104
'199303,"[25,30)",2,53
'199502,"[ 3, 4)",4,14
'199306,"[25,30)",1,26
'200212,"[30,35)",10,323
'200204,"[10,12)",18,195
'200703,"[40,45)","3,766","159,159"
'199711,"( 0, 1)",21,4
'200010,"[ 2, 3)",9,23
'200205,"[20,25)",12,264
'200707,"[ 6, 7)","98,464","639,134"
'200707,"[35,40)","12,412","462,657"
'200410,"[40,45)",12,512
'200708,"[35,40)","12,369","461,175"
'199407,"[30,35)",2,66
'199411,"[30,35)",2,64
'200209,"[18,20)",12,228
'200702,"[50,..)","6,875","1,074,491"
'199801,"[16,18)",2,33
'199903,"[16,18)",2,33
'199309,"[14,16)",1,16
'200811,"[ 9,10)","97,492","923,582"
'200901,"[ 5, 6)","110,088","604,870"
'200112,"[35,40)",3,113
'199409,"[20,25)",3,68
'199503,"[20,25)",2,44
'199506,"[20,25)",3,68
'199906,"[20,25)",4,88
'200006,"[40,45)",1,42
'200905,"[ 1, 2)","109,754","159,924"
'200905,"[35,40)","8,312","309,662"
'200904,"( 0, 1)","131,090","66,569"
'200907,"[ 2, 3)","113,002","282,405"
'200907,"[16,18)","79,981","1,355,683"
'200911,"[ 7, 8)","108,612","813,404"
'199211,"[30,35)",1,33
'199309,"[20,25)",2,47
'201003,"[ 4, 5)","115,540","518,191"
'201003,"[35,40)","5,947","221,602"
'201004,"[45,50)","2,563","121,165"
'199208,"[ 3, 4)",3,10
'199412,"[10,12)",1,10
'201104,"[ 4, 5)","114,042","511,846"
'201112,"[ 0, 0]","200,535",0
'201109,"[25,30)","29,195","791,774"
'199912,"[14,16)",1,15
'201110,"[10,12)","178,640","1,960,009"
'199910,"[ 6, 7)",1,6
'201302,"[50,..)","4,114","1,159,736"
'198705,"[ 7, 8)",1,7
'199007,"[ 7, 8)",1,7
'201206,"[ 8, 9)","102,148","866,616"
'201207,"[ 2, 3)","112,736","281,030"
'201206,"( 0, 1)","138,733","69,742"
'201210,"[ 5, 6)","110,326","605,272"
'201209,"[12,14)","135,259","1,749,438"
'201304,"[30,35)","9,546","306,745"
'198005,"[ 0, 0]",1,0
'198101,"[ 0, 0]",1,0
'198907,"[ 0, 0]",1,0
'201307,"[ 3, 4)","114,329","399,151"
'201305,"[20,25)","76,121","1,681,687"
'201403,"[25,30)","17,678","478,381"
'201308,"[10,12)","166,967","1,828,546"
'201401,"[25,30)","16,365","442,774"
'200507,"[10,12)",178,"1,943"
'200608,"[ 9,10)",864,"8,206"
'200701,"[ 1, 2)","105,025","158,102"
'200109,"[ 7, 8)",2,14
'200112,"[ 7, 8)",5,36
'200502,"[16,18)",56,944
'200505,"[14,16)",89,"1,337"
'200402,"[ 9,10)",51,483
'200501,"[14,16)",55,824
'200305,"[ 5, 6)",48,265
'200306,"[30,35)",14,461
'200412,"[12,14)",86,"1,116"
'200212,"[ 4, 5)",30,134
'200401,"[16,18)",24,411
'200407,"[ 7, 8)",67,502
'200301,"[ 9,10)",25,238
'200310,"[ 9,10)",39,371
'199607,"[ 0, 0]",141,0
'199907,"[25,30)",2,53
'199911,"[25,30)",3,81
'200309,"[18,20)",18,343
'199706,"[ 1, 2)",7,10
'200408,"[18,20)",29,546
'200210,"[ 5, 6)",37,204
'200202,"[ 5, 6)",13,71
'200107,"[ 2, 3)",16,40
'199404,"( 0, 1)",21,4
'200105,"[10,12)",5,54
'200708,"[ 5, 6)","102,317","561,089"
'200707,"[20,25)","97,978","2,172,397"
'200708,"[10,12)","167,376","1,835,184"
'199912,"[ 7, 8)",2,14
'200710,"( 0, 1)","119,340","60,892"
'200102,"[ 4, 5)",6,27
'200801,"[10,12)","178,342","1,957,354"
'199603,"[16,18)",2,33
'200003,"[16,18)",5,85
'200806,"[30,35)","17,853","574,192"
'200806,"[20,25)","84,584","1,870,020"
'200809,"[30,35)","15,870","510,702"
'199207,"[12,14)",1,14
'200111,"[35,40)",2,75
'200811,"[20,25)","70,074","1,545,298"
'199805,"[20,25)",3,65
'200904,"[45,50)","2,266","107,206"
'200904,"[35,40)","5,979","222,777"
'200903,"[12,14)","147,203","1,907,552"
'200906,"[ 4, 5)","112,087","502,901"
'200905,"[50,..)","11,202","1,658,686"
'200912,"[20,25)","70,981","1,566,876"
'199902,"[ 4, 5)",2,9
'200006,"[ 3, 4)",3,10
'199907,"[ 3, 4)",3,10
'201102,"[12,14)","130,522","1,684,345"
'201105,"[ 8, 9)","102,543","870,468"
'201107,"[ 0, 0]","174,846",0
'201105,"( 0, 1)","127,627","62,749"
'201112,"[ 5, 6)","114,470","626,414"
'201106,"[18,20)","55,375","1,047,296"
'199901,"[14,16)",1,15
'199804,"[16,18)",1,16
'198910,"[ 7, 8)",1,7
'198810,"[ 7, 8)",1,7
'201204,"( 0, 1)","149,227","77,117"
'201202,"[14,16)","90,954","1,356,871"
'201207,"[25,30)","35,744","971,522"
'201301,"[12,14)","136,591","1,768,577"
'201304,"[ 4, 5)","112,360","504,377"
'198609,"[ 0, 0]",1,0
'201310,"[ 4, 5)","112,654","505,495"
'200607,"[50,..)",407,"85,338"
'200607,"[20,25)",767,"17,039"
'200502,"[30,35)",44,"1,416"
'200512,"[ 4, 5)",210,940
'200505,"[ 0, 0]","1,797",0
'200403,"[ 5, 6)",65,360
'200505,"[30,35)",52,"1,685"
'200305,"[ 0, 0]",638,0
'200409,"[30,35)",27,874
'200305,"[ 7, 8)",38,283
'200504,"[ 7, 8)",109,815
'200407,"( 0, 1)",257,85
'200412,"[25,30)",51,"1,376"
'200503,"[ 6, 7)",85,549
'200405,"[10,12)",71,772
'200206,"( 0, 1)",75,21
'200202,"[ 3, 4)",12,42
'200106,"[ 3, 4)",9,32
'200310,"[35,40)",18,670
'200111,"[12,14)",10,128
'200410,"[ 4, 5)",76,341
'200411,"[ 4, 5)",77,344
'200305,"[ 2, 3)",37,93
'200309,"[14,16)",33,490
'200403,"[10,12)",67,728
'199204,"[ 0, 0]",140,0
'199210,"[ 0, 0]",139,0
'200005,"[ 9,10)",1,10
'200306,"[ 9,10)",27,256
'199811,"[ 0, 0]",150,0
'200501,"[40,45)",14,593
'199906,"[25,30)",2,56
'200110,"[ 4, 5)",10,44
'200103,"[ 3, 4)",7,24
'200302,"[ 2, 3)",40,102
'200004,"[25,30)",6,163
'200012,"( 0, 1)",32,7
'200304,"[10,12)",33,360
'200303,"[ 8, 9)",31,261
'200210,"[ 6, 7)",34,220
'199907,"[ 2, 3)",7,18
'200402,"[35,40)",12,448
'199510,"( 0, 1)",22,4
'200704,"[ 9,10)","91,588","867,394"
'200704,"[ 0, 0]","124,851",0
'200212,"[16,18)",15,257
'200706,"[ 4, 5)","103,861","466,334"
'200707,"[ 4, 5)","103,644","464,708"
'199802,"[ 6, 7)",2,13
'199504,"[30,35)",2,64
'199609,"[ 6, 7)",3,20
'200712,"[ 5, 6)","106,465","584,499"
'199604,"[ 5, 6)",1,5
'199810,"[ 5, 6)",1,6
'200802,"[ 4, 5)","115,861","521,019"
'200803,"[ 8, 9)","100,921","857,439"
'200803,"[ 7, 8)","102,085","765,369"
'200012,"[50,..)",2,198
'200806,"[25,30)","35,461","961,924"
'199911,"[18,20)",1,19
'199404,"[12,14)",1,13
'200904,"[ 1, 2)","114,781","168,854"
'200904,"[ 5, 6)","110,892","607,274"
'200902,"[12,14)","132,416","1,710,021"
'200905,"[ 3, 4)","110,713","386,393"
'200911,"[40,45)","3,190","134,776"
'199207,"[30,35)",1,34
'199803,"[ 8, 9)",1,9
'199405,"[20,25)",1,22
'199204,"[ 3, 4)",2,7
'199612,"[ 3, 4)",3,10
'201005,"[14,16)","114,463","1,709,839"
'199803,"[10,12)",1,10
'201101,"[ 6, 7)","111,791","724,628"
'201104,"[40,45)","2,856","120,585"
'201105,"[ 5, 6)","109,998","605,202"
'201201,"[45,50)","1,346","63,661"
'199405,"[ 7, 8)",1,7
'199410,"[ 7, 8)",1,7
'198902,"[ 6, 7)",1,7
'201208,"[14,16)","101,947","1,524,584"
'201212,"[ 1, 2)","117,018","173,078"
'201209,"[16,18)","71,625","1,212,377"
'201301,"[ 4, 5)","113,182","508,536"
'201307,"[35,40)","8,390","312,661"
'201311,"[ 6, 7)","113,947","738,942"
'201403,"[ 9,10)","96,179","913,573"
'201312,"[20,25)","53,325","1,174,624"
'201406,"[ 3, 4)","105,292","367,845"
'201409,"[ 1, 2)","72,145","109,144"
'201409,"[ 9,10)","52,764","499,362"
'201410,"[12,14)","38,102","492,962"
'201411,"[ 3, 4)",2,7
'200612,"[18,20)","45,177","855,038"
'200609,"[25,30)",628,"17,103"
'200601,"[35,40)",78,"2,901"
'200601,"[30,35)",103,"3,327"
'200302,"[ 0, 0]",594,0
'200106,"[ 7, 8)",2,14
'200408,"( 0, 1)",263,87
'200407,"[45,50)",9,433
'200508,"[50,..)",145,"34,187"
'200302,"[ 3, 4)",39,136
'200205,"[ 0, 0]",388,0
'200311,"[ 5, 6)",69,379
'200509,"[40,45)",24,"1,011"
'200307,"[16,18)",22,377
'199402,"[ 0, 0]",141,0
'200103,"[ 0, 0]",202,0
'199904,"[ 1, 2)",8,11
'200109,"[25,30)",7,193
'200310,"[ 2, 3)",49,125
'199306,"[ 0, 0]",141,0
'199712,"[ 4, 5)",4,18
'200104,"[ 1, 2)",13,19
'200212,"[50,..)",28,"3,021"
'200004,"[ 2, 3)",10,26
'199903,"( 0, 1)",23,5
'200212,"[18,20)",12,227
'200704,"[ 5, 6)","102,340","560,831"
'200303,"[16,18)",16,273
'200109,"[50,..)",5,464
'200705,"[45,50)","3,545","167,637"
'200106,"[10,12)",5,57
'200102,"[14,16)",6,89
'200112,"[ 6, 7)",3,19
'200707,"[ 8, 9)","94,958","806,074"
'199408,"[ 2, 3)",5,12
'200708,"[ 4, 5)","105,337","472,227"
'200710,"[40,45)","4,790","202,743"
'199210,"[ 5, 6)",1,6
'199908,"[ 5, 6)",1,6
'200802,"[18,20)","50,111","948,575"
'199602,"[ 5, 6)",1,5
'200804,"[ 3, 4)","112,790","393,437"
'199708,"[16,18)",2,33
'199807,"[16,18)",2,33
'200106,"[18,20)",7,133
'200112,"[18,20)",5,97
'199910,"[12,14)",3,38
'199305,"[12,14)",1,14
'200902,"[40,45)","2,223","94,052"
'199605,"[20,25)",2,44
'199609,"[20,25)",3,68
'199901,"[20,25)",3,65
'200905,"[ 2, 3)","109,876","273,801"
'200906,"[45,50)","4,062","192,156"
'199606,"[ 8, 9)",1,8
'201001,"[35,40)","4,948","184,343"
'201002,"[ 2, 3)","128,167","319,963"
'201003,"[30,35)","11,558","372,072"
'201004,"[40,45)","3,890","164,332"
'199404,"[ 3, 4)",2,7
'199705,"[ 3, 4)",3,10
'201005,"[25,30)","35,553","965,645"
'199808,"[ 3, 4)",3,10
'200005,"[ 3, 4)",5,17
'201006,"[12,14)","137,978","1,785,968"
'199208,"[10,12)",1,10
'201108,"[45,50)","4,315","204,330"
'201105,"[20,25)","77,001","1,701,128"
'201111,"[30,35)","10,402","334,085"
'201107,"[10,12)","172,773","1,893,438"
'199909,"[16,18)",1,16
'200006,"[16,18)",3,50
'199801,"[ 6, 7)",1,6
'201202,"[10,12)","175,009","1,918,144"
'201204,"[12,14)","142,909","1,847,468"
'201205,"[12,14)","146,620","1,899,721"
'201208,"[35,40)","9,673","360,828"
'201211,"[ 0, 0]","215,489",0
'201208,"[16,18)","73,324","1,242,687"
'201212,"[ 8, 9)","104,268","885,595"
'201302,"[ 4, 5)","125,867","564,405"
'201306,"[ 5, 6)","109,784","601,243"
'201308,"[ 9,10)","92,869","880,687"
'201307,"( 0, 1)","149,263","76,373"
'201310,"[18,20)","51,627","977,310"
'201308,"[20,25)","70,822","1,567,248"
'201407,"[ 9,10)","84,160","798,631"
'201407,"[ 7, 8)","90,927","680,849"
'201404,"[20,25)","53,406","1,174,713"
'201411,"[ 2, 3)",1,2
'200611,"[ 5, 6)","40,730","223,206"
'200610,"[14,16)","5,839","87,385"
'200508,"[ 3, 4)",143,496
'200601,"( 0, 1)",938,342
'200701,"[35,40)","6,257","233,185"
'200607,"[25,30)",415,"11,318"
'200307,"[50,..)",39,"4,091"
'200701,"[ 8, 9)","95,905","814,780"
'200207,"[ 7, 8)",24,178
'200603,"[16,18)",337,"5,722"
'200407,"[12,14)",72,932
'200309,"[ 2, 3)",55,141
'200308,"[16,18)",22,377
'200410,"[16,18)",38,647
'199307,"[ 0, 0]",140,0
'199405,"[ 0, 0]",141,0
'200011,"[ 9,10)",2,19
'199809,"[ 0, 0]",150,0
'199310,"[ 1, 2)",5,8
'200007,"[ 1, 2)",10,14
'199801,"[25,30)",2,53
'200402,"[18,20)",25,477
'199912,"[25,30)",3,78
'199210,"[ 4, 5)",4,18
'199502,"[ 1, 2)",5,9
'200305,"[10,12)",35,378
'200305,"[ 8, 9)",32,269
'200203,"[ 6, 7)",8,50
'200008,"( 0, 1)",32,7
'200108,"[50,..)",5,479
'200108,"[16,18)",6,101
'200704,"[10,12)","176,503","1,931,882"
'199304,"[ 2, 3)",5,13
'199308,"[ 2, 3)",5,12
'199705,"[ 2, 3)",6,15
'200708,"[ 0, 0]","130,467",0
'200711,"[25,30)","28,919","782,602"
'199612,"[30,35)",2,66
'200711,"[ 3, 4)","113,335","395,543"
'200006,"[ 5, 6)",4,22
'200803,"[40,45)","3,712","156,995"
'200801,"[12,14)","148,060","1,919,499"
'200805,"[35,40)","9,360","348,624"
'200808,"[ 9,10)","96,888","919,996"
'200812,"[25,30)","26,515","719,191"
'200904,"[ 4, 5)","114,056","511,631"
'200909,"[50,..)","11,520","2,032,734"
'200909,"( 0, 1)","142,668","75,443"
'200911,"[25,30)","24,089","652,109"
'199808,"[ 8, 9)",1,9
'201004,"[ 5, 6)","111,112","608,560"
'199804,"[ 3, 4)",2,7
'201011,"[45,50)","1,835","86,848"
'201011,"[ 4, 5)","113,067","507,035"
'199308,"[10,12)",1,10
'201104,"[ 5, 6)","111,475","610,831"
'201104,"[ 3, 4)","117,567","410,290"
'201105,"[ 4, 5)","113,403","509,371"
'201109,"[ 4, 5)","117,922","529,129"
'201112,"[30,35)","9,196","295,948"
'201201,"[ 5, 6)","113,486","621,400"
'201212,"[50,..)","5,224","1,181,368"
'201204,"[ 2, 3)","114,778","287,683"
'199003,"[ 7, 8)",1,7
'199301,"[ 7, 8)",1,7
'201208,"[40,45)","5,891","249,217"
'201209,"[18,20)","50,217","949,797"
'201212,"[ 4, 5)","113,697","510,151"
'201301,"[18,20)","44,585","843,609"
'201303,"[ 4, 5)","112,735","506,015"
'201212,"[16,18)","69,318","1,173,436"
'201306,"[ 4, 5)","112,164","503,098"
'201309,"[10,12)","171,139","1,871,253"
'201401,"[ 0, 0]","250,696",0
'201403,"[18,20)","44,543","843,111"
'201408,"[ 7, 8)","92,199","690,710"
'200611,"( 0, 1)","55,640","31,303"
'200509,"[10,12)",213,"2,332"
'200602,"[ 0, 0]","4,959",0
'200610,"[45,50)",261,"12,349"
'200603,"[ 3, 4)",430,"1,494"
'200502,"[ 5, 6)",105,574
'200607,"[12,14)",958,"12,414"
'200505,"[ 9,10)",90,857
'200510,"[ 9,10)",133,"1,267"
'200502,"( 0, 1)",380,125
'200607,"[ 8, 9)",615,"5,217"
'200606,"[ 6, 7)",525,"3,399"
'200506,"[ 7, 8)",122,913
'200302,"( 0, 1)",118,38
'200504,"[12,14)",120,"1,549"
'200307,"[45,50)",5,238
'200602,"[45,50)",35,"1,661"
'200410,"[14,16)",45,679
'200210,"[ 3, 4)",33,112
'200403,"[12,14)",63,816
'199204,"[ 9,10)",2,19
'199602,"[ 0, 0]",142,0
'200112,"[ 0, 0]",262,0
'199510,"[ 0, 0]",141,0
'199409,"[25,30)",1,26
'199503,"[ 4, 5)",4,18
'199709,"[ 4, 5)",4,18
'200108,"[ 4, 5)",10,44
'199210,"[ 9,10)",1,10
'199710,"[ 1, 2)",6,9
'199812,"[ 1, 2)",7,10
'200201,"( 0, 1)",49,12
'200307,"[14,16)",26,393
'200106,"( 0, 1)",44,10
'200703,"[ 0, 0]","126,705",0
'199207,"( 0, 1)",17,2
'199508,"( 0, 1)",22,4
'200102,"[50,..)",2,212
'200706,"[ 9,10)","90,701","859,164"
'200704,"[12,14)","148,124","1,917,780"
'200710,"[30,35)","15,917","512,366"
'200011,"[ 6, 7)",3,20
'199507,"[ 7, 8)",2,14
'199704,"[ 6, 7)",3,20
'200709,"[20,25)","85,155","1,883,416"
'200801,"[ 5, 6)","106,546","585,441"
'200801,"[ 9,10)","97,315","924,023"
'199206,"[ 5, 6)",1,5
'200802,"[45,50)","1,885","89,311"
'199804,"[14,16)",2,31
'200802,"[14,16)","105,230","1,573,292"
'200012,"[18,20)",4,78
'200809,"( 0, 1)","131,772","64,946"
'199505,"[12,14)",1,14
'200901,"[40,45)","3,074","129,918"
'200110,"[35,40)",3,113
'200809,"[18,20)","54,998","1,040,434"
'199701,"[20,25)",2,44
'199910,"[20,25)",3,65
'200812,"[16,18)","82,079","1,390,171"
'200903,"[18,20)","56,969","1,078,663"
'200910,"[12,14)","146,697","1,900,395"
'201002,"[45,50)","1,464","69,325"
